3d497344-7e1a-43da-bc69-481ad98f4685,4e06a221-c568-2442-81ff-15dd326ea08c,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,12,B+,,,Direct,,Yes,t,t,60,2021-01-16 17:11:44,2021-01-16 17:11:44,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'", '"c52631a9-bb20-4109-ade8-af811b0d43c3'"]"
a1662f5f-4427-4875-ac42-eed1c5450ec3,c3fee33e-a9c9-0941-a347-873a53985d4f,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,3,A-,,,Direct,,Mix,t,t,30,2021-01-16 17:11:40,2021-01-16 17:11:40,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"1a77831e-192c-4408-9246-336e8a7af12e'", '"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
14cea6b1-5bb8-47db-88c9-215c03e99d87,f7e7e6a6-2577-6848-a17d-cc2fc33ab772,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,7,D,,,Direct,,Yes,t,t,60,2021-01-16 17:11:45,2021-01-16 17:11:45,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'", '"c52631a9-bb20-4109-ade8-af811b0d43c3'"]"
7572acf4-a5fb-4a85-85df-b8ff4ae2bb9b,a7ea03e9-49de-864c-a1b0-364cf3ae9e5f,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,3,B-,,,Direct,,Yes,t,t,60,2021-01-16 17:11:50,2021-01-16 17:11:50,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'", '"c52631a9-bb20-4109-ade8-af811b0d43c3'"]"
31a78fe6-2af7-4c0b-9b37-cb59b5a24bc1,bf609835-811f-6748-bb67-cb043dcc080d,46dc004c-523a-3246-a0f4-5972ac6f888e,Active,,,,,,Direct,,,,,,2021-01-16 17:11:55,2021-01-16 17:11:55,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
da6d742e-5b01-4fdc-a4a3-6ba05e8cfaf7,9268f046-f995-0640-afac-8ea82c6d6af3,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,4,B,,,Direct,"Risk category	Interest rate	Est. annual bad debt rateAAA	5.00% – 6.00%	0.63% – 0.70%AA	5.50% – 6.50%	0.95% – 1.04%A	6.00% – 7.00%	3.76% – 4.15%BBB	6.50% – 7.50%	5.04% – 5.57%BB	-	5.79% – 6.40%B	-	7.24% – 8.00%C	-	9.78% – 10.81%",Mix,t,t,60,2021-01-16 17:11:57,2021-01-16 17:11:57,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
7d1aefd1-a5ba-40b7-a938-376c95da920d,346d9fcc-d6e7-ab41-8f18-9b3fb38e1b7a,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,4,A,,,Direct,,Mix,t,t,60,2021-01-16 17:11:40,2021-01-16 17:11:40,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
4d5c760b-f696-4719-a808-0f05997652e9,5b5b2dc7-e05f-074f-a080-88088675bc82,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,1,D,,,Direct,,Mix,t,t,60,2021-01-16 17:11:41,2021-01-16 17:11:41,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'", '"c52631a9-bb20-4109-ade8-af811b0d43c3'"]"
a5e1d92f-4c07-4675-9b87-7286c88f19cc,093fa737-6652-6d47-842f-fd5cada3e086,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,3,A-,,,Direct,,Yes,t,t,60,2021-01-16 17:11:41,2021-01-16 17:11:41,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
d27de870-a6b6-4cbe-9173-84400e5f1e8d,c1d1e8e4-cff7-2042-84e4-1d6f21403d97,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,0,B,,,Direct,,Yes,t,t,60,2021-01-16 17:11:42,2021-01-16 17:11:42,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'", '"c52631a9-bb20-4109-ade8-af811b0d43c3'"]"
6e2494c9-2f44-4aad-a5d9-a9b01c8e9b34,8f5dcd25-27ce-6049-9519-89373bbf76f0,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,3,C+,,,Direct,,Yes,t,t,60,2021-01-16 17:11:43,2021-01-16 17:11:43,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
abc67e2e-07ea-446f-9359-491b9fd39b77,e48d6cf2-687e-5743-9a70-284772afdaef,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,3,B,,,Direct,,Yes,t,t,60,2021-01-16 17:11:49,2021-01-16 17:11:49,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
e04243de-04d9-4779-923a-bf7809f67659,3d05e48c-c1b5-6d48-84f1-b07ef72243bf,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,3,C+,,,Direct,,Yes,t,t,60,2021-01-16 17:11:51,2021-01-16 17:11:51,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
fcf4200b-3b58-4896-9880-9d573a6a6299,7e5b5b0d-a9f5-4b44-905b-ecf778c525b4,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,7,B+,,,Direct,,Yes,t,t,60,2021-01-16 17:11:51,2021-01-16 17:11:51,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
7d2df22a-49dc-4dc5-84fb-97dbd528de9d,5a343835-de6d-174e-883a-0841a5674e96,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,14,B,,,Direct,,No,,,,2021-01-16 17:11:52,2021-01-16 17:11:52,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
341eeb7e-d08c-4fc4-b854-954f9c42be7e,e2d2a35c-4de2-e443-91ce-3667f41447fc,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,3,A-,,,Direct,"EGE Finance is part of the BB Finance Group which was founded in Estonia in 2006. It is a technology-driven consumer credit company operating in several European markets. The team consists of more than 70 professionals worldwide. The company provides short-term loans to clients mainly in Estonia, Finland, Czech Republic and Georgia with its headquarters located in Tallinn. BB Finance Group OÜ provides a group guarantee to secure the buyback execution for loans offered to Mintos investors.",Yes,t,t,60,2021-01-16 17:11:53,2021-01-16 17:11:53,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
e4b0c9e9-5e08-4d3e-b712-22bea0072af7,2816f3cc-4e24-8a46-89c8-f4a95e853c32,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,0,A-,,,Direct,,Yes,t,t,60,2021-01-16 17:11:53,2021-01-16 17:11:53,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
8faa8a17-7cbf-4d15-ac5f-a0466d57f89a,15e85102-dbe9-6342-aefe-a2fe1d0b2afb,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,8,B-,,,Direct,,Yes,t,t,60,2021-01-16 17:11:54,2021-01-16 17:11:54,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
554d5953-8b13-4482-9a8e-2ca94dc4ba34,bdebac81-dcd0-da45-a38f-e8b3916451d4,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,0,B-,,,Direct,,Yes,t,t,60,2021-01-16 17:11:54,2021-01-16 17:11:54,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'", '"b14962aa-9305-4b32-8425-b3a3e28c2ee7'"]"
9d6accee-9915-450e-bf03-673a0a8a4ba2,54323ec2-7fd8-5843-a87a-3680468b45bc,a56f2fca-f54c-394e-82a3-47ebf2fc6597,Active,,3,B-,,,Direct,,Yes,t,t,60,2021-01-16 17:11:55,2021-01-16 17:11:55,499ad3c2-97d2-441f-8d00-77acc2139c70,499ad3c2-97d2-441f-8d00-77acc2139c70,"['"13fb3c72-4227-4fa2-849a-b597a03d4494'"]"
